cusip6,cik,name,cusip,form10KUrls
023436,896262,{'AMEDISYS INC'},"{'023436958', '023436908', '023436108'}",https://www.sec.gov/Archives/edgar/data/896262/000089626223000017/0000896262-23-000017.txt
023551,4447,{'AMERADA HESS CORP'},{'023551104'},https://www.sec.gov/Archives/edgar/data/4447/000162828023005059/0001628280-23-005059.txt
023586,4457,"{'U HAUL HOLDING COMPANY', 'U-Haul Holding Co.'}","{'023586506', '023586900', '023586100', '023586950'}",https://www.sec.gov/Archives/edgar/data/4457/000000445723000052/0000004457-23-000052.txt
023608,1002910,{'AMEREN CORP'},"{'023608102', '023608902'}",https://www.sec.gov/Archives/edgar/data/1002910/000100291023000053/0001002910-23-000053.txt
02361E,1488139,{'AMERESCO INC'},"{'02361E958', '02361E908', '02361e108', '02361E108'}",https://www.sec.gov/Archives/edgar/data/1488139/000148813923000014/0001488139-23-000014.txt
02369M,1843656,{None},{'02369M110'},https://www.sec.gov/Archives/edgar/data/1843656/000147793223001635/0001477932-23-001635.txt
02376R,6201,"{None, 'AMERICAN AIRLS GROUP INC', 'AMERICAN AIRLINES GROUP INC'}","{'02376RAF9', '02376R102', '02376r102', '02376R902', '02376R952'}",https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/0000006201-23-000018.txt
024013,1500217,{'AMERICAN ASSETS TR INC'},{'024013104'},https://www.sec.gov/Archives/edgar/data/1500217/000150021723000010/0001500217-23-000010.txt
024061,1062231,{'AMERICAN AXLE & MFG HLDGS IN'},"{'024061903', '024061103', '024061953'}",https://www.sec.gov/Archives/edgar/data/1062231/000106223123000016/0001062231-23-000016.txt
025537,4904,{'AMERICAN ELEC PWR CO INC'},"{'025537101', '025537951', '025537901'}",https://www.sec.gov/Archives/edgar/data/4904/000000490423000011/0000004904-23-000011.txt
02553E,919012,"{'AMERICAN EAGLE OUTFITTERS IN', 'American Eagle Outfitters Inc'}","{'02553E106', '02553E906', '02553e106', '02553E956'}",https://www.sec.gov/Archives/edgar/data/919012/000095017023007604/0000950170-23-007604.txt
025676,1039828,{'AMERICAN EQTY INVT LIFE HLD'},"{'025676956', '025676906', '025676206'}",https://www.sec.gov/Archives/edgar/data/1039828/000103982823000032/0001039828-23-000032.txt
025816,4962,{'AMERICAN EXPRESS CO'},"{'025816959', '025816909', '025816109'}",https://www.sec.gov/Archives/edgar/data/4962/000000496223000006/0000004962-23-000006.txt
02607T,1568162,"{'NECESSITY RETAIL REIT INC/TH', 'NECESSITY RETAIL 7.5 PFD', 'NECESSITY RET 7.375 PFD'}","{'02607T406', '02607T505', '02607T109'}",https://www.sec.gov/Archives/edgar/data/1568162/000156816223000008/0001568162-23-000008.txt
02665T,1562401,"{'American Homes 4 Rent  (AMH)', 'AMERICAN HOMES 4 RENT'}","{'02665t306', '02665T306', '02665T906'}",https://www.sec.gov/Archives/edgar/data/1562401/000156240123000032/0001562401-23-000032.txt
026874,5272,"{'American International Group, Inc.', 'AMERICAN INTL GROUP INC', 'American Intl Group'}","{'026874954', '026874784', '026874904', '026874107'}",https://www.sec.gov/Archives/edgar/data/5272/000000527223000007/0000005272-23-000007.txt
027745,741516,{'AMERICAN NATL BANKSHARES INC'},{'027745108'},https://www.sec.gov/Archives/edgar/data/741516/000143774923006452/0001437749-23-006452.txt
02875D,1808997,{'AMERICAN OUTDOOR BRANDS INC'},"{'02875D909', '02875D109', '02875D959'}",https://www.sec.gov/Archives/edgar/data/1808997/000095017023030394/0000950170-23-030394.txt
02913V,1201792,{'AMERICAN PUB ED INC'},"{'02913V103', '02913V903'}",https://www.sec.gov/Archives/edgar/data/1201792/000120179223000004/0001201792-23-000004.txt
029174,1102238,{'AMERICAN REALTY INVESTORS IN'},{'029174109'},https://www.sec.gov/Archives/edgar/data/1102238/000110223823000004/0001102238-23-000004.txt
02927U,1590715,"{'AMERICAN RES CORP', 'AMERICAN RES CORP CL A'}","{'02927U208', '02927U908'}",https://www.sec.gov/Archives/edgar/data/1590715/000147793223002105/0001477932-23-002105.txt
029595,744825,{'AMERICAN SHARED HOSPITAL SVC'},{'029595105'},https://www.sec.gov/Archives/edgar/data/744825/000143774923008796/0001437749-23-008796.txt
029683,713425,{'AMERICAN SOFTWARE INC-CL A'},{'029683109'},https://www.sec.gov/Archives/edgar/data/713425/000162828023024860/0001628280-23-024860.txt
029899,1056903,{'AMER STATES WTR CO'},{'029899101'},https://www.sec.gov/Archives/edgar/data/1056903/000162828023005869/0001628280-23-005869.txt
029912,1053507,{'AMERICAN TOWER CORP'},{'029912201'},https://www.sec.gov/Archives/edgar/data/1053507/000105350723000023/0001053507-23-000023.txt
030111,880807,{'American Superconductor Corp'},{'030111207'},https://www.sec.gov/Archives/edgar/data/880807/000143774923016265/0001437749-23-016265.txt
03027X,1053507,"{'American Tower Corp', 'AMERICAN TOWER CORP NEW'}","{'03027x100', '03027X950', '03027X100', '03027X900'}",https://www.sec.gov/Archives/edgar/data/1053507/000105350723000023/0001053507-23-000023.txt
030371,5981,{'AMERICAN VANGUARD CORP'},"{'030371108', '030371958', '030371908'}",https://www.sec.gov/Archives/edgar/data/5981/000095017023008438/0000950170-23-008438.txt
030382,1704760,{'AMERICAN VIRTUAL CLOUD TECHN'},{'030382204'},https://www.sec.gov/Archives/edgar/data/1704760/000121390023028156/0001213900-23-028156.txt
030420,1717547,{'AMERICAN WTR WKS CO INC NEW'},"{'030420953', '030420103', '030420903'}",https://www.sec.gov/Archives/edgar/data/1717547/000171754723000009/0001717547-23-000009.txt
03044L,1393584,"{'AMERICAN WELL CORP', 'American Well Corp'}","{'03044l105', '03044L105', '03044L905'}",https://www.sec.gov/Archives/edgar/data/1393584/000095017023003945/0000950170-23-003945.txt
030506,794619,{'AMERICAN WOODMARK CORPORATIO'},"{'030506959', '030506109'}",https://www.sec.gov/Archives/edgar/data/794619/000079461923000040/0000794619-23-000040.txt
03062T,799850,"{'AMERICAS CAR-MART INC', 'AMERICAS CAR MART INC COM'}","{'03062t105', '03062T105'}",https://www.sec.gov/Archives/edgar/data/799850/000117184323004114/0001171843-23-004114.txt
03064D,1455863,"{'AMERICOLD REALTY TRUST INC', 'AMERICOLD REALTY TRUST INC COM'}","{'03064d108', '03064D908', '03064D108'}",https://www.sec.gov/Archives/edgar/data/1455863/000162828023005236/0001628280-23-005236.txt
03071H,1018979,{'AMERISAFE INC'},"{'03071H100', '03071h100'}",https://www.sec.gov/Archives/edgar/data/1018979/000095017023003450/0000950170-23-003450.txt
03073E,1140859,"{'AMERISOURCE BERGEN CORP', 'AMERISOURCEBERGEN CORP'}","{'03073E905', '03073E955', '03073E105', '03073e105', '03073E108'}",https://www.sec.gov/Archives/edgar/data/1140859/000114085923000197/0001140859-23-000197.txt
03074A,707605,{'AMERISERV FINL INC'},{'03074A102'},https://www.sec.gov/Archives/edgar/data/707605/000155837023004728/0001558370-23-004728.txt
03076C,820027,"{'Ameriprise Financial, Inc.', 'AMERIPRISE FINL INC'}","{'03076C106', '03076c106', '03076C956', '03076C906'}",https://www.sec.gov/Archives/edgar/data/820027/000082002723000014/0000820027-23-000014.txt
03076K,351569,{'AMERIS BANCORP'},{'03076K108'},https://www.sec.gov/Archives/edgar/data/351569/000035156923000005/0000351569-23-000005.txt
031001,1132651,{'AMES NATL CORP'},{'031001100'},https://www.sec.gov/Archives/edgar/data/1132651/000143774923006159/0001437749-23-006159.txt
031162,318154,{'AMGEN INC'},"{'031162950', '031162900', '031162101', '031162100'}",https://www.sec.gov/Archives/edgar/data/318154/000031815423000017/0000318154-23-000017.txt
03152W,1178879,{'AMICUS THERAPEUTICS INC'},"{'03152W909', '03152W109', '03152W959'}",https://www.sec.gov/Archives/edgar/data/1178879/000117887923000004/0001178879-23-000004.txt
031652,1047127,{'AMKOR TECHNOLOGY INC'},"{'031652900', '031652100', '031652950'}",https://www.sec.gov/Archives/edgar/data/1047127/000104712723000009/0001047127-23-000009.txt
03168L,1723128,{'AMNEAL PHARMACEUTICALS INC'},{'03168L105'},https://www.sec.gov/Archives/edgar/data/1723128/000172312823000009/0001723128-23-000009.txt
032037,6176,{'AMPCO-PITTSBURGH CORP'},{'032037103'},https://www.sec.gov/Archives/edgar/data/6176/000095017023008972/0000950170-23-008972.txt
032095,820313,"{'AMPHENOL CORP NEW', 'Amphenol Corp.'}","{'032095901', '032095101', '032095951'}",https://www.sec.gov/Archives/edgar/data/820313/000155837023001036/0001558370-23-001036.txt
03209R,1297184,{'AMPHASTAR PHARMACEUTICALS IN'},{'03209R103'},https://www.sec.gov/Archives/edgar/data/1297184/000129718423000019/0001297184-23-000019.txt
03211Q,1518461,{'AMPLITECH GROUP INC'},{'03211Q200'},https://www.sec.gov/Archives/edgar/data/1518461/000147793223001983/0001477932-23-001983.txt
03212B,1533924,"{'AMPLIFY ENERGY CORP NEW', 'AMPLIFY ENERGY CORP'}","{'03212B903', '03212B953', '03212B103', '03212b103'}",https://www.sec.gov/Archives/edgar/data/1533924/000155837023003321/0001558370-23-003321.txt
032159,6207,{'AMREP CORP'},{'032159105'},https://www.sec.gov/Archives/edgar/data/6207/000141057823001494/0001410578-23-001494.txt
032332,720500,{'AMTECH SYS INC'},{'032332504'},https://www.sec.gov/Archives/edgar/data/720500/000095017023070422/0000950170-23-070422.txt
03236M,1365916,"{None, 'Amyris, Inc.', 'AMYRIS INC'}","{'03236m200', '03236M200', '03236M900', '03236MAJ0', '03236M950'}",https://www.sec.gov/Archives/edgar/data/1365916/000136591623000023/0001365916-23-000023.txt
032654,6281,{'ANALOG DEVICES INC'},"{'032654905', '032654955', '032654105'}",https://www.sec.gov/Archives/edgar/data/6281/000000628123000203/0000006281-23-000203.txt
032724,1370053,{'ANAPTYSBIO INC'},{'032724106'},https://www.sec.gov/Archives/edgar/data/1370053/000137005323000020/0001370053-23-000020.txt
032797,1314052,{'ANAVEX LIFE SCIENCES CORP'},"{'032797950', '032797900', '032797300'}",https://www.sec.gov/Archives/edgar/data/1314052/000173112223002197/0001731122-23-002197.txt
03475V,1275187,{'ANGIODYNAMICS INC'},{'03475V101'},https://www.sec.gov/Archives/edgar/data/1275187/000162828023027335/0001628280-23-027335.txt
035255,898437,{'ANIKA THERAPEUTICS INC'},"{'035255908', '035255108'}",https://www.sec.gov/Archives/edgar/data/898437/000117184323001729/0001171843-23-001729.txt
03528H,715446,{'ANIXA BIOSCIENCES INC'},"{'03528H109', '03528H909'}",https://www.sec.gov/Archives/edgar/data/715446/000149315223000346/0001493152-23-000346.txt
035710,1043219,"{'ANNALY CAP MGMT INC COM', 'ANNALY CAPITAL MANAGEMENT IN'}","{'035710909', '035710409', '035710839', '035710959'}",https://www.sec.gov/Archives/edgar/data/1043219/000162828023003895/0001628280-23-003895.txt
03589W,1528115,{'ANNEXON INC'},"{'03589W902', '03589W102', '03589W952'}",https://www.sec.gov/Archives/edgar/data/1528115/000095017023006232/0000950170-23-006232.txt
03615A,1477845,{'ANNOVIS BIO INC'},{'03615A108'},https://www.sec.gov/Archives/edgar/data/1477845/000110465923040275/0001104659-23-040275.txt
03662Q,1013462,{'ANSYS INC'},"{'03662Q905', '03662Q955', '03662q105', '03662Q105'}",https://www.sec.gov/Archives/edgar/data/1013462/000101346223000013/0001013462-23-000013.txt
036752,1156039,{'ELEVANCE HEALTH INC'},"{'036752903', '036752953', '036752103'}",https://www.sec.gov/Archives/edgar/data/1156039/000115603923000007/0001156039-23-000007.txt
03676B,1623925,{'ANTERO MIDSTREAM CORP'},"{'03676B902', '03676b102', '03676B952', '03676B102'}",https://www.sec.gov/Archives/edgar/data/1623925/000155837023001377/0001558370-23-001377.txt
03676C,1304492,{'ANTERIX INC'},"{'03676C950', '03676C900', '03676C100'}",https://www.sec.gov/Archives/edgar/data/1304492/000130449223000030/0001304492-23-000030.txt
037389,315293,{'AON PLC'},{'037389103'},https://www.sec.gov/Archives/edgar/data/315293/000162828023004087/0001628280-23-004087.txt
037411,6769,{'APACHE CORP'},{'037411105'},https://www.sec.gov/Archives/edgar/data/6769/000178403123000008/0001784031-23-000008.txt
03743Q,1841666,"{'APA CORPORATION', 'Apache Corp'}","{'03743q108', '03743Q958', '03743Q908', '03743Q108'}",https://www.sec.gov/Archives/edgar/data/1841666/000178403123000007/0001784031-23-000007.txt
03748R,922864,"{'Apartment Invt. & Mgmt Co. (AIMCO)', 'APARTMENT INVT & MGMT CO', 'APARTMENT INVT  MGMT CO  A'}","{'03748r747', '03748R907', '03748R747'}",https://www.sec.gov/Archives/edgar/data/922864/000095017023004699/0000950170-23-004699.txt
03753U,1492422,{'APELLIS PHARMACEUTICALS INC'},"{'03753U906', '03753U106', '03753U956'}",https://www.sec.gov/Archives/edgar/data/1492422/000095017023003438/0000950170-23-003438.txt
037598,6845,{'APOGEE ENTERPRISES INC'},{'037598109'},https://www.sec.gov/Archives/edgar/data/6845/000000684523000006/0000006845-23-000006.txt
037612,1411494,{'Apollo Global Mgmt. LLC'},{'037612306'},https://www.sec.gov/Archives/edgar/data/1411494/000141149423000010/0001411494-23-000010.txt
03762U,1467760,"{'Apollo Coml Real Estate Fin In', 'APOLLO COML REAL EST FIN INC'}","{'03762U905', '03762U105', '03762U955', '03762u105'}",https://www.sec.gov/Archives/edgar/data/1467760/000146776023000004/0001467760-23-000004.txt
03763A,1083446,"{'APOLLO MED HLDGS INC', 'APOLLO MEDICAL HOLDINGS INC'}","{'03763A907', '03763A207'}",https://www.sec.gov/Archives/edgar/data/1083446/000162828023005871/0001628280-23-005871.txt
03767D,1251769,{'APOLLO ENDOSURGERY INC'},"{'03767D958', '03767D908', '03767D108'}",https://www.sec.gov/Archives/edgar/data/1251769/000125176923000006/0001251769-23-000006.txt
03782L,1441683,"{'APPIAN CORP A', 'APPIAN CORP'}","{'03782L901', '03782L951', '03782L101'}",https://www.sec.gov/Archives/edgar/data/1441683/000144168323000021/0001441683-23-000021.txt
037833,320193,"{'Apple Inc', 'APPLE INC CALL', 'APPLE INC PUT'}","{'037833900', '037833100', '037833950'}",https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/0000320193-23-000106.txt
03783C,1433195,"{'AppFolio (APPF)', 'APPFOLIO INC   A'}","{'03783C100', '03783c100'}",https://www.sec.gov/Archives/edgar/data/1433195/000143319523000021/0001433195-23-000021.txt
03783T,1807707,{'APPHARVEST INC'},"{'03783T953', '03783T103', '03783T903'}",https://www.sec.gov/Archives/edgar/data/1807707/000180770723000030/0001807707-23-000030.txt
03784Y,1418121,{'APPLE HOSPITALITY REIT INC'},"{'03784Y950', '03784Y900', '03784Y200'}",https://www.sec.gov/Archives/edgar/data/1418121/000095017023003449/0000950170-23-003449.txt
03815U,744452,{'APPLIED DNA SCIENCES INC'},"{'03815U950', '03815U300', '03815U900'}",https://www.sec.gov/Archives/edgar/data/744452/000141057823002615/0001410578-23-002615.txt
03819M,879911,{'APPLIED ENERGETICS INC COM'},{'03819M106'},https://www.sec.gov/Archives/edgar/data/879911/000121390023024192/0001213900-23-024192.txt
03820C,109563,"{'APPLIED INDL TECHNOLOGIES INC', 'APPLIED INDLTECH INC COM'}","{'03820C105', '03820c105'}",https://www.sec.gov/Archives/edgar/data/109563/000010956323000075/0000109563-23-000075.txt
03823U,1158114,"{None, 'APPLIED OPTOELECTRONICS INC'}","{'03823UAB8', '03823U102'}",https://www.sec.gov/Archives/edgar/data/1158114/000143774923004648/0001437749-23-004648.txt
03824M,1801777,{'APPLIED MOLECULAR TRANS INC'},{'03824M109'},https://www.sec.gov/Archives/edgar/data/1801777/000180177723000017/0001801777-23-000017.txt
03828A,1697532,{'APPLIED THERAPEUTICS INC'},{'03828A101'},https://www.sec.gov/Archives/edgar/data/1697532/000155837023004398/0001558370-23-004398.txt
038336,896622,{'APTARGROUP INC'},{'038336103'},https://www.sec.gov/Archives/edgar/data/896622/000089662223000008/0000896622-23-000008.txt
03834B,1070050,{'APPTECH PMTS CORP'},{'03834B309'},https://www.sec.gov/Archives/edgar/data/1070050/000190359623000201/0001903596-23-000201.txt
03835L,1671584,{'APTEVO THERAPEUTICS INC'},{'03835L207'},https://www.sec.gov/Archives/edgar/data/1671584/000095017023010757/0000950170-23-010757.txt
03835T,882361,"{'APTOSE BIOSCIENCES INCORPORATED COM NEW', 'APTOSE BIOSCIENCES INC'}","{'03835T200', '03835T309'}",https://www.sec.gov/Archives/edgar/data/882361/000095017023009560/0000950170-23-009560.txt
03836J,1781983,{'APREA THERAPEUTICS INC'},"{'03836J201', '03836J902', '03836J102'}",https://www.sec.gov/Archives/edgar/data/1781983/000155837023005126/0001558370-23-005126.txt
03836N,1674365,{'APTINYX INC'},{'03836N103'},https://www.sec.gov/Archives/edgar/data/1674365/000155837023005096/0001558370-23-005096.txt
03837C,719135,{'APYX MEDICAL CORPORATION'},{'03837C106'},https://www.sec.gov/Archives/edgar/data/719135/000071913523000018/0000719135-23-000018.txt
03837J,1621832,{'AQUA METALS INC'},"{'03837J951', '03837J901', '03837J101'}",https://www.sec.gov/Archives/edgar/data/1621832/000143774923005964/0001437749-23-005964.txt
03842K,1603978,{'AQUABOUNTY TECHNOLOGIES'},{'03842K200'},https://www.sec.gov/Archives/edgar/data/1603978/000160397823000007/0001603978-23-000007.txt
03852U,1584509,"{'Aramark', 'ARAMARK'}","{'03852u106', '03852U906', '03852U106', '03852U956'}",https://www.sec.gov/Archives/edgar/data/1584509/000158450923000237/0001584509-23-000237.txt
03879J,1447028,{'ARBUTUS BIOPHARMA CORP'},"{'03879J100', '03879J900', '03879J950'}",https://www.sec.gov/Archives/edgar/data/1447028/000144702823000018/0001447028-23-000018.txt
03890D,1513818,{'ARAVIVE INC'},"{'03890D108', '03890D908'}",https://www.sec.gov/Archives/edgar/data/1513818/000143774923006587/0001437749-23-006587.txt
038923,1253986,"{'ARBOR REALTY TRUST INC', 'ARBOR RLTY TR 6.375 PFD'}","{'038923876', '038923908', '038923108', '038923958'}",https://www.sec.gov/Archives/edgar/data/1253986/000110465923023097/0001104659-23-023097.txt
039014,1469443,{'ARCADIA BIOSCIENCES INC'},{'039014303'},https://www.sec.gov/Archives/edgar/data/1469443/000095017023011019/0000950170-23-011019.txt
03937C,894405,"{'ARCBEST CORP', 'ARCBEST CORP COM'}","{'03937c105', '03937C905', '03937C105', '03937C955'}",https://www.sec.gov/Archives/edgar/data/894405/000155837023002053/0001558370-23-002053.txt
03940R,1037676,{'ARCH RESOURCES INC'},"{'03940r107', '03940R957', '03940R107', '03940R907'}",https://www.sec.gov/Archives/edgar/data/1037676/000155837023001458/0001558370-23-001458.txt
03957W,1389050,{'ARCHROCK INC'},"{'03957W956', '03957W906', '03957W106'}",https://www.sec.gov/Archives/edgar/data/1389050/000138905023000013/0001389050-23-000013.txt
039587,1558583,{'ARCIMOTO INC'},{'039587209'},https://www.sec.gov/Archives/edgar/data/1558583/000143774923010348/0001437749-23-010348.txt
039653,1739445,{'ARCOSA INC'},{'039653100'},https://www.sec.gov/Archives/edgar/data/1739445/000173944523000018/0001739445-23-000018.txt
03965L,4281,{'Arconic Inc'},{'03965L100'},https://www.sec.gov/Archives/edgar/data/4281/000000428123000004/0000004281-23-000004.txt
03966V,1790982,"{'ARCONIC CORPORATION', 'ARCONIC INC COM'}","{'03966V957', '03966V907', '03966v107', '03966V107'}",https://www.sec.gov/Archives/edgar/data/1790982/000179098223000006/0001790982-23-000006.txt
039697,1437402,{'ARDELYX INC'},"{'039697107', '039697957', '039697907'}",https://www.sec.gov/Archives/edgar/data/1437402/000162828023006041/0001628280-23-006041.txt
03969F,1724521,"{'ARCUS BIOSCIENCES INC', 'Arcus BioSciences, Inc.'}","{'03969f109', '03969F109', '03969F959', '03969F909'}",https://www.sec.gov/Archives/edgar/data/1724521/000095017023005112/0000950170-23-005112.txt
03969K,1787306,{'ARCUTIS BIOTHERAPEUTICS INC'},"{'03969K908', '03969K108'}",https://www.sec.gov/Archives/edgar/data/1787306/000178730623000023/0001787306-23-000023.txt
